filename,width,height,class,xmin,ymin,xmax,ymax
Beehive-3-14-2022-2_47_11pm_mp4-32_jpg.rf.63083bb0ed02ee451c79e0b73e0a5d10.jpg,384,384,bee,10,269,21,287
Beehive-3-14-2022-2_47_11pm_mp4-32_jpg.rf.63083bb0ed02ee451c79e0b73e0a5d10.jpg,384,384,bee,35,330,42,343
frame195_jpg.rf.fa5953d835523737f9d8c7ed28efbb25.jpg,384,384,bee,130,216,141,228
frame199_jpg.rf.1bba9ff61642709ed589e660b9e53044.jpg,384,384,bee,127,217,139,227

Beehive-3-15-2022-10_41_13am_mp4-13_jpg.rf.7fbd7d37e3883e62f80fd1de2ca78150.jpg,384,384,bee,115,173,124,196
Beehive-3-15-2022-10_41_13am_mp4-13_jpg.rf.7fbd7d37e3883e62f80fd1de2ca78150.jpg,384,384,pollenbee,171,191,181,207
Beehive-3-15-2022-10_41_13am_mp4-13_jpg.rf.7fbd7d37e3883e62f80fd1de2ca78150.jpg,384,384,bee,159,203,170,215
Beehive-3-15-2022-3_15_37pm_mp4-29_jpg.rf.2e02784764f2b2dc9dbd4cdfac7f0675.jpg,384,384,bee,164,353,169,370
Beehive-3-15-2022-3_15_37pm_mp4-29_jpg.rf.2e02784764f2b2dc9dbd4cdfac7f0675.jpg,384,384,bee,230,48,242,62
Beehive-3-15-2022-3_15_37pm_mp4-29_jpg.rf.2e02784764f2b2dc9dbd4cdfac7f0675.jpg,384,384,bee,223,93,230,113
Beehive-3-15-2022-3_15_37pm_mp4-29_jpg.rf.2e02784764f2b2dc9dbd4cdfac7f0675.jpg,384,384,bee,102,104,114,115
Beehive-3-15-2022-3_15_37pm_mp4-29_jpg.rf.2e02784764f2b2dc9dbd4cdfac7f0675.jpg,384,384,bee,142,132,152,144
Beehive-3-15-2022-3_15_37pm_mp4-29_jpg.rf.2e02784764f2b2dc9dbd4cdfac7f0675.jpg,384,384,bee,129,137,140,145
Beehive-3-15-2022-3_15_37pm_mp4-29_jpg.rf.2e02784764f2b2dc9dbd4cdfac7f0675.jpg,384,384,bee,183,135,193,148
Beehive-3-15-2022-3_15_37pm_mp4-29_jpg.rf.2e02784764f2b2dc9dbd4cdfac7f0675.jpg,384,384,bee,194,138,204,151
Beehive-3-15-2022-3_15_37pm_mp4-29_jpg.rf.2e02784764f2b2dc9dbd4cdfac7f0675.jpg,384,384,bee,180,146,190,154
Beehive-3-15-2022-3_15_37pm_mp4-29_jpg.rf.2e02784764f2b2dc9dbd4cdfac7f0675.jpg,384,384,bee,183,152,194,161
Beehive-3-15-2022-3_15_37pm_mp4-29_jpg.rf.2e02784764f2b2dc9dbd4cdfac7f0675.jpg,384,384,bee,135,153,146,164
Beehive-3-15-2022-3_15_37pm_mp4-29_jpg.rf.2e02784764f2b2dc9dbd4cdfac7f0675.jpg,384,384,bee,203,148,209,168
Beehive-3-15-2022-3_15_37pm_mp4-29_jpg.rf.2e02784764f2b2dc9dbd4cdfac7f0675.jpg,384,384,bee,194,150,201,172
Beehive-3-15-2022-3_15_37pm_mp4-29_jpg.rf.2e02784764f2b2dc9dbd4cdfac7f0675.jpg,384,384,pollenbee,167,168,178,181
Beehive-3-15-2022-3_15_37pm_mp4-29_jpg.rf.2e02784764f2b2dc9dbd4cdfac7f0675.jpg,384,384,bee,152,169,157,186
Beehive-3-15-2022-3_15_37pm_mp4-29_jpg.rf.2e02784764f2b2dc9dbd4cdfac7f0675.jpg,384,384,bee,158,173,163,190
Beehive-3-15-2022-3_15_37pm_mp4-29_jpg.rf.2e02784764f2b2dc9dbd4cdfac7f0675.jpg,384,384,bee,164,181,169,198
Beehive-3-15-2022-3_15_37pm_mp4-29_jpg.rf.2e02784764f2b2dc9dbd4cdfac7f0675.jpg,384,384,pollenbee,146,187,156,199
Beehive-3-15-2022-3_15_37pm_mp4-29_jpg.rf.2e02784764f2b2dc9dbd4cdfac7f0675.jpg,384,384,bee,20,187,27,204
Beehive-3-15-2022-3_15_37pm_mp4-29_jpg.rf.2e02784764f2b2dc9dbd4cdfac7f0675.jpg,384,384,bee,169,202,179,213
Beehive-3-15-2022-3_15_37pm_mp4-29_jpg.rf.2e02784764f2b2dc9dbd4cdfac7f0675.jpg,384,384,bee,77,207,86,214
Beehive-3-15-2022-3_15_37pm_mp4-29_jpg.rf.2e02784764f2b2dc9dbd4cdfac7f0675.jpg,384,384,bee,164,208,171,217
Beehive-3-15-2022-3_15_37pm_mp4-29_jpg.rf.2e02784764f2b2dc9dbd4cdfac7f0675.jpg,384,384,bee,203,204,212,223
Beehive-3-15-2022-3_15_37pm_mp4-29_jpg.rf.2e02784764f2b2dc9dbd4cdfac7f0675.jpg,384,384,bee,154,210,163,218
Beehive-3-15-2022-3_15_37pm_mp4-29_jpg.rf.2e02784764f2b2dc9dbd4cdfac7f0675.jpg,384,384,bee,182,212,191,219
Beehive-3-15-2022-3_15_37pm_mp4-29_jpg.rf.2e02784764f2b2dc9dbd4cdfac7f0675.jpg,384,384,bee,147,212,156,221
Beehive-3-15-2022-3_15_37pm_mp4-29_jpg.rf.2e02784764f2b2dc9dbd4cdfac7f0675.jpg,384,384,bee,170,213,179,220
Beehive-3-15-2022-3_15_37pm_mp4-29_jpg.rf.2e02784764f2b2dc9dbd4cdfac7f0675.jpg,384,384,bee,188,215,199,223
Beehive-3-15-2022-3_15_37pm_mp4-29_jpg.rf.2e02784764f2b2dc9dbd4cdfac7f0675.jpg,384,384,bee,225,212,234,229
Beehive-3-15-2022-3_15_37pm_mp4-29_jpg.rf.2e02784764f2b2dc9dbd4cdfac7f0675.jpg,384,384,bee,46,216,54,233
Beehive-3-15-2022-3_15_37pm_mp4-29_jpg.rf.2e02784764f2b2dc9dbd4cdfac7f0675.jpg,384,384,bee,248,220,254,231
Beehive-3-15-2022-3_15_37pm_mp4-29_jpg.rf.2e02784764f2b2dc9dbd4cdfac7f0675.jpg,384,384,bee,193,222,203,231
Beehive-3-15-2022-3_15_37pm_mp4-29_jpg.rf.2e02784764f2b2dc9dbd4cdfac7f0675.jpg,384,384,bee,119,223,132,230
Beehive-3-15-2022-3_15_37pm_mp4-29_jpg.rf.2e02784764f2b2dc9dbd4cdfac7f0675.jpg,384,384,bee,212,220,221,235
Beehive-3-15-2022-3_15_37pm_mp4-29_jpg.rf.2e02784764f2b2dc9dbd4cdfac7f0675.jpg,384,384,bee,136,225,148,231
Beehive-3-15-2022-3_15_37pm_mp4-29_jpg.rf.2e02784764f2b2dc9dbd4cdfac7f0675.jpg,384,384,bee,151,221,158,236
Beehive-3-15-2022-3_15_37pm_mp4-29_jpg.rf.2e02784764f2b2dc9dbd4cdfac7f0675.jpg,384,384,bee,201,224,209,237
Beehive-3-15-2022-3_15_37pm_mp4-29_jpg.rf.2e02784764f2b2dc9dbd4cdfac7f0675.jpg,384,384,bee,156,227,161,241
Beehive-3-15-2022-3_15_37pm_mp4-29_jpg.rf.2e02784764f2b2dc9dbd4cdfac7f0675.jpg,384,384,bee,115,226,122,243
Beehive-3-15-2022-3_15_37pm_mp4-29_jpg.rf.2e02784764f2b2dc9dbd4cdfac7f0675.jpg,384,384,bee,168,233,180,240
Beehive-3-15-2022-3_15_37pm_mp4-29_jpg.rf.2e02784764f2b2dc9dbd4cdfac7f0675.jpg,384,384,bee,146,233,152,242
Beehive-3-15-2022-3_15_37pm_mp4-29_jpg.rf.2e02784764f2b2dc9dbd4cdfac7f0675.jpg,384,384,bee,130,231,136,246
Beehive-3-15-2022-3_15_37pm_mp4-29_jpg.rf.2e02784764f2b2dc9dbd4cdfac7f0675.jpg,384,384,bee,138,236,145,251
Beehive-3-15-2022-3_15_37pm_mp4-29_jpg.rf.2e02784764f2b2dc9dbd4cdfac7f0675.jpg,384,384,bee,150,241,161,249
Beehive-3-15-2022-3_15_37pm_mp4-29_jpg.rf.2e02784764f2b2dc9dbd4cdfac7f0675.jpg,384,384,bee,221,239,227,251
Beehive-3-15-2022-3_15_37pm_mp4-29_jpg.rf.2e02784764f2b2dc9dbd4cdfac7f0675.jpg,384,384,bee,135,240,140,252
Beehive-3-15-2022-3_15_37pm_mp4-29_jpg.rf.2e02784764f2b2dc9dbd4cdfac7f0675.jpg,384,384,bee,162,241,168,253
Beehive-3-15-2022-3_15_37pm_mp4-29_jpg.rf.2e02784764f2b2dc9dbd4cdfac7f0675.jpg,384,384,bee,182,245,195,254
Beehive-3-15-2022-3_15_37pm_mp4-29_jpg.rf.2e02784764f2b2dc9dbd4cdfac7f0675.jpg,384,384,bee,110,243,122,255
Beehive-3-15-2022-3_15_37pm_mp4-29_jpg.rf.2e02784764f2b2dc9dbd4cdfac7f0675.jpg,384,384,bee,143,246,152,255
Beehive-3-15-2022-3_15_37pm_mp4-29_jpg.rf.2e02784764f2b2dc9dbd4cdfac7f0675.jpg,384,384,bee,12,245,20,263
Beehive-3-15-2022-3_15_37pm_mp4-29_jpg.rf.2e02784764f2b2dc9dbd4cdfac7f0675.jpg,384,384,bee,134,251,141,268
Beehive-3-15-2022-3_15_37pm_mp4-29_jpg.rf.2e02784764f2b2dc9dbd4cdfac7f0675.jpg,384,384,bee,93,252,99,269
Beehive-3-15-2022-3_15_37pm_mp4-29_jpg.rf.2e02784764f2b2dc9dbd4cdfac7f0675.jpg,384,384,bee,140,254,150,269
Beehive-3-15-2022-3_15_37pm_mp4-29_jpg.rf.2e02784764f2b2dc9dbd4cdfac7f0675.jpg,384,384,bee,55,254,64,275
Beehive-3-15-2022-3_15_37pm_mp4-29_jpg.rf.2e02784764f2b2dc9dbd4cdfac7f0675.jpg,384,384,bee,104,262,113,269
Beehive-3-15-2022-3_15_37pm_mp4-29_jpg.rf.2e02784764f2b2dc9dbd4cdfac7f0675.jpg,384,384,bee,158,281,165,294
Beehive-3-15-2022-3_15_37pm_mp4-29_jpg.rf.2e02784764f2b2dc9dbd4cdfac7f0675.jpg,384,384,bee,190,294,195,309
Beehive-3-15-2022-3_15_37pm_mp4-29_jpg.rf.2e02784764f2b2dc9dbd4cdfac7f0675.jpg,384,384,bee,82,24,92,45
Beehive-3-15-2022-3_15_37pm_mp4-29_jpg.rf.2e02784764f2b2dc9dbd4cdfac7f0675.jpg,384,384,bee,7,334,14,345
bees-in-slow-motion-pollinating-apple-blossoms_mp4-16_jpg.rf.be330da6f9998a8f8fc7928ffae8ead5.jpg,384,384,bee,94,136,175,374
frame173_jpg.rf.5973816a60c675b9a9ec74bff27df0eb.jpg,384,384,bee,134,213,145,222



gettyimages-905068946-612x612_jpg.rf.9e61aa8934b6eafbb5d001a86426ae20.jpg,384,384,pollenbee,215,93,312,178
frame172_jpg.rf.3949107a3d79d043063e88940a9b8e54.jpg,384,384,bee,133,213,145,224
Beehive-3-15-2022-10_41_13am_mp4-46_jpg.rf.6e5b8cf423f5e44c2138a17f5ae1f007.jpg,384,384,pollenbee,172,192,182,208
Beehive-3-15-2022-10_41_13am_mp4-46_jpg.rf.6e5b8cf423f5e44c2138a17f5ae1f007.jpg,384,384,bee,166,208,171,216
Beehive-3-15-2022-10_41_13am_mp4-46_jpg.rf.6e5b8cf423f5e44c2138a17f5ae1f007.jpg,384,384,bee,174,210,181,222
Beehive-3-15-2022-10_41_13am_mp4-46_jpg.rf.6e5b8cf423f5e44c2138a17f5ae1f007.jpg,384,384,bee,160,215,166,228
Beehive-3-15-2022-10_41_13am_mp4-46_jpg.rf.6e5b8cf423f5e44c2138a17f5ae1f007.jpg,384,384,bee,141,232,150,246
Beehive-3-15-2022-10_41_13am_mp4-46_jpg.rf.6e5b8cf423f5e44c2138a17f5ae1f007.jpg,384,384,pollenbee,217,287,227,310

frame190_jpg.rf.1f9008c1d5f2af8e34a2b8ec96411741.jpg,384,384,bee,132,213,143,226
frame313_jpg.rf.3cac276749fceb54e1cf6d433db3d6ad.jpg,384,384,bee,137,187,147,199
Beehive-3-14-2022-2_47_11pm_mp4-20_jpg.rf.4e48e6f4e0564101bfbfbee2de10ade2.jpg,384,384,bee,265,363,276,381
Beehive-3-14-2022-2_47_11pm_mp4-20_jpg.rf.4e48e6f4e0564101bfbfbee2de10ade2.jpg,384,384,bee,37,59,44,79
Beehive-3-14-2022-2_47_11pm_mp4-20_jpg.rf.4e48e6f4e0564101bfbfbee2de10ade2.jpg,384,384,bee,27,86,37,105
Beehive-3-14-2022-2_47_11pm_mp4-20_jpg.rf.4e48e6f4e0564101bfbfbee2de10ade2.jpg,384,384,bee,104,90,116,109
Beehive-3-14-2022-2_47_11pm_mp4-20_jpg.rf.4e48e6f4e0564101bfbfbee2de10ade2.jpg,384,384,bee,82,162,87,183
Beehive-3-14-2022-2_47_11pm_mp4-20_jpg.rf.4e48e6f4e0564101bfbfbee2de10ade2.jpg,384,384,bee,21,185,28,198
Beehive-3-14-2022-2_47_11pm_mp4-20_jpg.rf.4e48e6f4e0564101bfbfbee2de10ade2.jpg,384,384,bee,133,170,144,214
Beehive-3-14-2022-2_47_11pm_mp4-20_jpg.rf.4e48e6f4e0564101bfbfbee2de10ade2.jpg,384,384,bee,0,204,3,211
Beehive-3-14-2022-2_47_11pm_mp4-20_jpg.rf.4e48e6f4e0564101bfbfbee2de10ade2.jpg,384,384,pollenbee,174,210,181,220
Beehive-3-14-2022-2_47_11pm_mp4-20_jpg.rf.4e48e6f4e0564101bfbfbee2de10ade2.jpg,384,384,bee,158,218,168,231
Beehive-3-14-2022-2_47_11pm_mp4-20_jpg.rf.4e48e6f4e0564101bfbfbee2de10ade2.jpg,384,384,bee,168,217,174,239
Beehive-3-14-2022-2_47_11pm_mp4-20_jpg.rf.4e48e6f4e0564101bfbfbee2de10ade2.jpg,384,384,bee,80,220,89,240
Beehive-3-14-2022-2_47_11pm_mp4-20_jpg.rf.4e48e6f4e0564101bfbfbee2de10ade2.jpg,384,384,bee,8,226,15,244
Beehive-3-14-2022-2_47_11pm_mp4-20_jpg.rf.4e48e6f4e0564101bfbfbee2de10ade2.jpg,384,384,bee,121,259,132,269
Beehive-3-14-2022-2_47_11pm_mp4-20_jpg.rf.4e48e6f4e0564101bfbfbee2de10ade2.jpg,384,384,pollenbee,124,295,134,316
Beehive-3-14-2022-2_47_11pm_mp4-20_jpg.rf.4e48e6f4e0564101bfbfbee2de10ade2.jpg,384,384,bee,66,302,75,324
Beehive-3-17-2022-7_50_15am_mp4-8_jpg.rf.60fc6e4a8b33648fdf6b9bd471f00592.jpg,384,384,bee,183,202,189,215
Beehive-3-17-2022-7_50_15am_mp4-8_jpg.rf.60fc6e4a8b33648fdf6b9bd471f00592.jpg,384,384,bee,117,220,127,230
Beehive-3-17-2022-7_50_15am_mp4-8_jpg.rf.60fc6e4a8b33648fdf6b9bd471f00592.jpg,384,384,bee,281,239,290,253
Beehive-3-15-2022-10_41_13am_mp4-48_jpg.rf.8a42c32f8693c687905db5ac5a8c5fb2.jpg,384,384,bee,135,145,142,165
Beehive-3-15-2022-10_41_13am_mp4-48_jpg.rf.8a42c32f8693c687905db5ac5a8c5fb2.jpg,384,384,bee,171,200,182,210
Beehive-3-15-2022-10_41_13am_mp4-48_jpg.rf.8a42c32f8693c687905db5ac5a8c5fb2.jpg,384,384,bee,160,207,170,215
Beehive-3-15-2022-10_41_13am_mp4-48_jpg.rf.8a42c32f8693c687905db5ac5a8c5fb2.jpg,384,384,bee,156,209,163,227
Beehive-3-15-2022-10_41_13am_mp4-48_jpg.rf.8a42c32f8693c687905db5ac5a8c5fb2.jpg,384,384,bee,166,215,171,227
Beehive-3-15-2022-10_41_13am_mp4-48_jpg.rf.8a42c32f8693c687905db5ac5a8c5fb2.jpg,384,384,bee,121,258,127,281
Beehive-3-17-2022-4_46_14pm_mp4-8_jpg.rf.00da8cd1becaadf4887c2ee7843467ba.jpg,384,384,bee,67,102,74,119
Beehive-3-17-2022-4_46_14pm_mp4-8_jpg.rf.00da8cd1becaadf4887c2ee7843467ba.jpg,384,384,bee,24,131,29,147
Beehive-3-17-2022-4_46_14pm_mp4-8_jpg.rf.00da8cd1becaadf4887c2ee7843467ba.jpg,384,384,bee,160,203,172,212
Beehive-3-17-2022-4_46_14pm_mp4-8_jpg.rf.00da8cd1becaadf4887c2ee7843467ba.jpg,384,384,bee,153,203,159,214
Beehive-3-17-2022-4_46_14pm_mp4-8_jpg.rf.00da8cd1becaadf4887c2ee7843467ba.jpg,384,384,bee,144,209,153,222
Beehive-3-17-2022-4_46_14pm_mp4-8_jpg.rf.00da8cd1becaadf4887c2ee7843467ba.jpg,384,384,bee,150,214,160,223
Beehive-3-17-2022-4_46_14pm_mp4-8_jpg.rf.00da8cd1becaadf4887c2ee7843467ba.jpg,384,384,bee,133,215,142,228
Beehive-3-17-2022-4_46_14pm_mp4-8_jpg.rf.00da8cd1becaadf4887c2ee7843467ba.jpg,384,384,bee,136,219,143,237
Beehive-3-17-2022-4_46_14pm_mp4-8_jpg.rf.00da8cd1becaadf4887c2ee7843467ba.jpg,384,384,bee,116,224,123,245
Beehive-3-17-2022-4_46_14pm_mp4-8_jpg.rf.00da8cd1becaadf4887c2ee7843467ba.jpg,384,384,bee,32,260,40,280
Beehive-3-17-2022-4_46_14pm_mp4-8_jpg.rf.00da8cd1becaadf4887c2ee7843467ba.jpg,384,384,bee,84,306,90,325
Beehive-3-17-2022-7_50_15am_mp4-4_jpg.rf.ac90de7f225e153c1e2e89a459242947.jpg,384,384,bee,155,201,159,217
Beehive-3-17-2022-7_50_15am_mp4-4_jpg.rf.ac90de7f225e153c1e2e89a459242947.jpg,384,384,bee,142,209,150,226
Beehive-3-17-2022-7_50_15am_mp4-4_jpg.rf.ac90de7f225e153c1e2e89a459242947.jpg,384,384,bee,143,223,150,240
Beehive-3-17-2022-7_50_15am_mp4-4_jpg.rf.ac90de7f225e153c1e2e89a459242947.jpg,384,384,bee,162,231,167,243
Beehive-3-17-2022-7_50_15am_mp4-4_jpg.rf.ac90de7f225e153c1e2e89a459242947.jpg,384,384,bee,280,239,289,252
52854521e4b02d65a71dbb75_jpg.rf.1a96716d2a5a02ae62178102381d0aa7.jpg,384,384,bee,140,127,224,189
52854521e4b02d65a71dbb75_jpg.rf.1a96716d2a5a02ae62178102381d0aa7.jpg,384,384,queen,223,183,305,343
52854521e4b02d65a71dbb75_jpg.rf.1a96716d2a5a02ae62178102381d0aa7.jpg,384,384,bee,153,262,226,353
Beehive-3-17-2022-5_04_15pm_mp4-5_jpg.rf.0c6382df810f8553963a0ac5ea693704.jpg,384,384,bee,161,187,166,203
Beehive-3-17-2022-5_04_15pm_mp4-5_jpg.rf.0c6382df810f8553963a0ac5ea693704.jpg,384,384,bee,140,198,151,207
Beehive-3-17-2022-5_04_15pm_mp4-5_jpg.rf.0c6382df810f8553963a0ac5ea693704.jpg,384,384,bee,160,207,173,215
Beehive-3-17-2022-5_04_15pm_mp4-5_jpg.rf.0c6382df810f8553963a0ac5ea693704.jpg,384,384,bee,149,207,158,217
Beehive-3-17-2022-5_04_15pm_mp4-5_jpg.rf.0c6382df810f8553963a0ac5ea693704.jpg,384,384,bee,140,217,149,229
Beehive-3-17-2022-5_04_15pm_mp4-5_jpg.rf.0c6382df810f8553963a0ac5ea693704.jpg,384,384,bee,134,216,140,234
Beehive-3-17-2022-5_04_15pm_mp4-5_jpg.rf.0c6382df810f8553963a0ac5ea693704.jpg,384,384,bee,115,234,122,253
depositphotos_25590095-stock-photo-queen-bee-in-bee-hive_jpg.rf.94cdb9ea3e194705e93243e58dc1c578.jpg,384,384,bee,316,37,382,89
depositphotos_25590095-stock-photo-queen-bee-in-bee-hive_jpg.rf.94cdb9ea3e194705e93243e58dc1c578.jpg,384,384,bee,182,26,247,105
depositphotos_25590095-stock-photo-queen-bee-in-bee-hive_jpg.rf.94cdb9ea3e194705e93243e58dc1c578.jpg,384,384,bee,71,44,143,119
depositphotos_25590095-stock-photo-queen-bee-in-bee-hive_jpg.rf.94cdb9ea3e194705e93243e58dc1c578.jpg,384,384,bee,225,89,296,168
depositphotos_25590095-stock-photo-queen-bee-in-bee-hive_jpg.rf.94cdb9ea3e194705e93243e58dc1c578.jpg,384,384,bee,42,79,93,181
depositphotos_25590095-stock-photo-queen-bee-in-bee-hive_jpg.rf.94cdb9ea3e194705e93243e58dc1c578.jpg,384,384,bee,268,92,326,202
depositphotos_25590095-stock-photo-queen-bee-in-bee-hive_jpg.rf.94cdb9ea3e194705e93243e58dc1c578.jpg,384,384,bee,326,128,384,181
depositphotos_25590095-stock-photo-queen-bee-in-bee-hive_jpg.rf.94cdb9ea3e194705e93243e58dc1c578.jpg,384,384,bee,326,129,384,181
depositphotos_25590095-stock-photo-queen-bee-in-bee-hive_jpg.rf.94cdb9ea3e194705e93243e58dc1c578.jpg,384,384,queen,152,83,210,234
depositphotos_25590095-stock-photo-queen-bee-in-bee-hive_jpg.rf.94cdb9ea3e194705e93243e58dc1c578.jpg,384,384,bee,303,180,377,250
depositphotos_25590095-stock-photo-queen-bee-in-bee-hive_jpg.rf.94cdb9ea3e194705e93243e58dc1c578.jpg,384,384,bee,100,175,152,261
depositphotos_25590095-stock-photo-queen-bee-in-bee-hive_jpg.rf.94cdb9ea3e194705e93243e58dc1c578.jpg,384,384,bee,148,0,173,51
depositphotos_25590095-stock-photo-queen-bee-in-bee-hive_jpg.rf.94cdb9ea3e194705e93243e58dc1c578.jpg,384,384,bee,239,230,317,277
depositphotos_25590095-stock-photo-queen-bee-in-bee-hive_jpg.rf.94cdb9ea3e194705e93243e58dc1c578.jpg,384,384,bee,139,220,182,302
depositphotos_25590095-stock-photo-queen-bee-in-bee-hive_jpg.rf.94cdb9ea3e194705e93243e58dc1c578.jpg,384,384,bee,187,0,225,60
depositphotos_25590095-stock-photo-queen-bee-in-bee-hive_jpg.rf.94cdb9ea3e194705e93243e58dc1c578.jpg,384,384,bee,204,262,243,374
depositphotos_25590095-stock-photo-queen-bee-in-bee-hive_jpg.rf.94cdb9ea3e194705e93243e58dc1c578.jpg,384,384,bee,312,282,355,384
depositphotos_25590095-stock-photo-queen-bee-in-bee-hive_jpg.rf.94cdb9ea3e194705e93243e58dc1c578.jpg,384,384,bee,245,295,320,375
depositphotos_25590095-stock-photo-queen-bee-in-bee-hive_jpg.rf.94cdb9ea3e194705e93243e58dc1c578.jpg,384,384,bee,239,10,310,83
Beehive-3-18-2022-2_36_16pm_mp4-10_jpg.rf.e1606e5f99b02c8a62eb735aea3c7a17.jpg,384,384,bee,126,159,137,172
Beehive-3-18-2022-2_36_16pm_mp4-10_jpg.rf.e1606e5f99b02c8a62eb735aea3c7a17.jpg,384,384,bee,190,200,198,222
Beehive-3-18-2022-2_36_16pm_mp4-10_jpg.rf.e1606e5f99b02c8a62eb735aea3c7a17.jpg,384,384,bee,66,217,75,236
Beehive-3-14-2022-2_47_11pm_mp4-225_jpg.rf.575e1f1f2e8f7da984526d534c1d36c4.jpg,384,384,bee,0,128,2,147
Beehive-3-14-2022-2_47_11pm_mp4-225_jpg.rf.575e1f1f2e8f7da984526d534c1d36c4.jpg,384,384,bee,135,159,144,174
Beehive-3-14-2022-2_47_11pm_mp4-225_jpg.rf.575e1f1f2e8f7da984526d534c1d36c4.jpg,384,384,bee,216,157,222,179
Beehive-3-14-2022-2_47_11pm_mp4-225_jpg.rf.575e1f1f2e8f7da984526d534c1d36c4.jpg,384,384,bee,15,165,24,177
Beehive-3-14-2022-2_47_11pm_mp4-225_jpg.rf.575e1f1f2e8f7da984526d534c1d36c4.jpg,384,384,bee,225,178,236,195
Beehive-3-14-2022-2_47_11pm_mp4-225_jpg.rf.575e1f1f2e8f7da984526d534c1d36c4.jpg,384,384,bee,134,197,144,206
Beehive-3-14-2022-2_47_11pm_mp4-225_jpg.rf.575e1f1f2e8f7da984526d534c1d36c4.jpg,384,384,bee,160,198,163,218
Beehive-3-14-2022-2_47_11pm_mp4-225_jpg.rf.575e1f1f2e8f7da984526d534c1d36c4.jpg,384,384,pollenbee,97,200,105,217
Beehive-3-14-2022-2_47_11pm_mp4-225_jpg.rf.575e1f1f2e8f7da984526d534c1d36c4.jpg,384,384,bee,153,205,166,216
Beehive-3-14-2022-2_47_11pm_mp4-225_jpg.rf.575e1f1f2e8f7da984526d534c1d36c4.jpg,384,384,bee,161,216,167,230
Beehive-3-14-2022-2_47_11pm_mp4-225_jpg.rf.575e1f1f2e8f7da984526d534c1d36c4.jpg,384,384,bee,143,215,151,237
Beehive-3-14-2022-2_47_11pm_mp4-225_jpg.rf.575e1f1f2e8f7da984526d534c1d36c4.jpg,384,384,bee,127,226,138,235
Beehive-3-14-2022-2_47_11pm_mp4-225_jpg.rf.575e1f1f2e8f7da984526d534c1d36c4.jpg,384,384,pollenbee,149,224,156,245
Beehive-3-14-2022-2_47_11pm_mp4-225_jpg.rf.575e1f1f2e8f7da984526d534c1d36c4.jpg,384,384,bee,151,232,162,241
Beehive-3-14-2022-2_47_11pm_mp4-225_jpg.rf.575e1f1f2e8f7da984526d534c1d36c4.jpg,384,384,bee,72,233,80,243
Beehive-3-14-2022-2_47_11pm_mp4-225_jpg.rf.575e1f1f2e8f7da984526d534c1d36c4.jpg,384,384,pollenbee,114,244,123,262
Beehive-3-14-2022-2_47_11pm_mp4-225_jpg.rf.575e1f1f2e8f7da984526d534c1d36c4.jpg,384,384,bee,122,281,129,294
Beehive-3-14-2022-2_47_11pm_mp4-225_jpg.rf.575e1f1f2e8f7da984526d534c1d36c4.jpg,384,384,pollenbee,90,306,99,326
Beehive-3-14-2022-2_47_11pm_mp4-225_jpg.rf.575e1f1f2e8f7da984526d534c1d36c4.jpg,384,384,bee,163,333,169,350
HONEY-BEES-96fps-IN-4K-ULTRA-HD-_mp4-10_jpg.rf.382db6b34b7e4b7450d0bf3763d1b07a.jpg,384,384,bee,0,168,22,204
